数据6
角度：功率：
0	5.2
10	9.9
20	15.6
30	21.4
40	27.9
50	32.6
60	35.6
70	36.6
80	35.4
90	32.5
100	26.9
110	21.4
120	14.9
130	9.2
140	4.4
150	0.0
160	0.0
170	2.5
180	5.4
190	10.1
200	16.5
210	22.2
220	28.9
230	31.8
240	34.9
250	35.6
260	34.5
270	31.6
280	26.5
290	20.2
300	14.2
310	8.9
320	4.4
330	1.7
340	0.0
350	2.0
360	5.0
