数据3
角度：功率：
0	428.4
10	433.3
20	451.0
30	484.3
40	520.6
50	567.7
60	605.8
70	633.1
80	663.6
90	656.3
100	642.2
110	612.5
120	571.4
130	527.7
140	474.9
150	430.4
160	398.3
170	367.3
180	354.6
190	357.7
200	374.2
210	401.4
220	439.1
230	486.5
240	527.9
250	551.6
260	588.1
270	599.6
280	601.4
290	582.6
300	557.3
310	518.6
320	485.4
330	444.2
340	414.2
350	396.9
360	386.2
